"DateTime","Number of sales","Sales USD"
"2021-05-24 00:00:00",9991,6196127.53
"2021-05-25 00:00:00",10493,4918528.08
"2021-05-26 00:00:00",9844,5226813.18
"2021-05-27 00:00:00",12081,7546443.71
"2021-05-28 00:00:00",12407,6711498.66
"2021-05-29 00:00:00",13112,6495151.05
"2021-05-30 00:00:00",13735,6215826.96
"2021-05-31 00:00:00",16543,6949383.9
"2021-06-01 00:00:00",18424,9002104.48
"2021-06-02 00:00:00",13154,6212349.01
"2021-06-03 00:00:00",12443,6073515.58
"2021-06-04 00:00:00",14276,6286193.19
"2021-06-05 00:00:00",14083,6405037.23
"2021-06-06 00:00:00",14427,7415429.62
"2021-06-07 00:00:00",13926,8998145.38
"2021-06-08 00:00:00",15404,7801974.14
"2021-06-09 00:00:00",16199,6653853.95
"2021-06-10 00:00:00",17527,7495037.04
"2021-06-11 00:00:00",25424,13271745.78
"2021-06-12 00:00:00",17498,6571927.38
"2021-06-13 00:00:00",17816,6318725.91
"2021-06-14 00:00:00",20701,7949581.14
"2021-06-15 00:00:00",27664,12184518.04
"2021-06-16 00:00:00",20524,8683840.54
"2021-06-17 00:00:00",20674,9161980.24
"2021-06-18 00:00:00",32567,9083320.23
"2021-06-19 00:00:00",34101,10876507.31
"2021-06-20 00:00:00",40168,17044651.39
"2021-06-21 00:00:00",38629,16027307.27
"2021-06-22 00:00:00",23510,9556952.9
"2021-06-23 00:00:00",22794,10275796.3
"2021-06-24 00:00:00",28434,11362278.27
"2021-06-25 00:00:00",34550,15850809.69
"2021-06-26 00:00:00",33471,13529118.2
"2021-06-27 00:00:00",59676,15938434.33
"2021-06-28 00:00:00",35194,14576663.39
"2021-06-29 00:00:00",44271,15503213.42
"2021-06-30 00:00:00",68256,19104506.64
"2021-07-01 00:00:00",51670,16992740.59
"2021-07-02 00:00:00",38832,16246266.07
"2021-07-03 00:00:00",44341,17742724.56
"2021-07-04 00:00:00",39403,21913247.03
"2021-07-05 00:00:00",45341,20906951.44
"2021-07-06 00:00:00",41275,22481680.58
"2021-07-07 00:00:00",42408,23915178.88
"2021-07-08 00:00:00",53444,25959307.52
"2021-07-09 00:00:00",41185,24449352.53
"2021-07-10 00:00:00",40943,22644141.77
"2021-07-11 00:00:00",38984,21471039.63
"2021-07-12 00:00:00",28334,17748351.55
"2021-07-13 00:00:00",34111,21104068.17
"2021-07-14 00:00:00",40134,26383424.41
"2021-07-15 00:00:00",85049,48037325.87
"2021-07-16 00:00:00",90774,42891714.35
"2021-07-17 00:00:00",65418,37364353.08
"2021-07-18 00:00:00",51412,25455248.74
"2021-07-19 00:00:00",55920,27935973.49
"2021-07-20 00:00:00",64717,25737699.45
"2021-07-21 00:00:00",54291,25049173.98
"2021-07-22 00:00:00",62706,25112491.48
"2021-07-23 00:00:00",86458,40513188.82
"2021-07-24 00:00:00",72478,37107513.25
"2021-07-25 00:00:00",80038,40751727.83
"2021-07-26 00:00:00",66001,39576730.07
"2021-07-27 00:00:00",70958,34995050.98
"2021-07-28 00:00:00",95586,42578311.78
"2021-07-29 00:00:00",109354,54196367.69
"2021-07-30 00:00:00",109497,79118703.95
"2021-07-31 00:00:00",112990,107902287.62
"2021-08-01 00:00:00",108403,113820819.76
"2021-08-02 00:00:00",114371,62301633.33
"2021-08-03 00:00:00",134405,85796351.94
"2021-08-04 00:00:00",125024,115777415.73
"2021-08-05 00:00:00",144848,120047440.42
"2021-08-06 00:00:00",171549,147948005.56
"2021-08-07 00:00:00",178252,105991170.99
"2021-08-08 00:00:00",190298,120296586.43
"2021-08-09 00:00:00",203000,124192049.59
"2021-08-10 00:00:00",179170,109706661.33
"2021-08-11 00:00:00",170649,104038898.59
"2021-08-12 00:00:00",161119,88978165.98
"2021-08-13 00:00:00",162842,89277218.88
"2021-08-14 00:00:00",153278,97177404.4
"2021-08-15 00:00:00",179986,98100028.82
"2021-08-16 00:00:00",176321,82730228.5
"2021-08-17 00:00:00",168696,77062612.96
"2021-08-18 00:00:00",141916,79910132.39
"2021-08-19 00:00:00",140668,66915379.47
"2021-08-20 00:00:00",140888,114176141.79
"2021-08-21 00:00:00",172471,145508035.66
"2021-08-22 00:00:00",142636,139216311.79
"2021-08-23 00:00:00",142696,283666632.5
"2021-08-24 00:00:00",162147,226528538.49
"2021-08-25 00:00:00",152848,183941305.01
"2021-08-26 00:00:00",182170,172773106.08
"2021-08-27 00:00:00",209445,248109050.91
"2021-08-28 00:00:00",178978,378413570.83
"2021-08-29 00:00:00",184185,427569989.52
"2021-08-30 00:00:00",162944,259680798.27
"2021-08-31 00:00:00",177071,187094245.87
"2021-09-01 00:00:00",157832,182378449.93
"2021-09-02 00:00:00",129782,160138270.72
"2021-09-03 00:00:00",134408,160499286.27
"2021-09-04 00:00:00",144185,133220051.92
"2021-09-05 00:00:00",156714,120936412.98
"2021-09-06 00:00:00",161538,122591291.32
"2021-09-07 00:00:00",147452,103436840.2
"2021-09-08 00:00:00",144634,91625985.85
"2021-09-09 00:00:00",166701,104683239.4
"2021-09-10 00:00:00",138914,75529545.5
"2021-09-11 00:00:00",157442,67931955.32
"2021-09-12 00:00:00",157939,69860254.03
"2021-09-13 00:00:00",135850,98449709.11
"2021-09-14 00:00:00",143867,91337923.41
"2021-09-15 00:00:00",168970,108027569.52
"2021-09-16 00:00:00",154797,138840985.69
"2021-09-17 00:00:00",155389,80680605.36
"2021-09-18 00:00:00",182152,98856964.24
"2021-09-19 00:00:00",144348,86865013.73
"2021-09-20 00:00:00",154527,71604061.96
"2021-09-21 00:00:00",151479,73742832.51
"2021-09-22 00:00:00",149925,62516766.33
"2021-09-23 00:00:00",173980,103960353.1
"2021-09-24 00:00:00",180804,88552350
"2021-09-25 00:00:00",176620,85946064.56
"2021-09-26 00:00:00",175802,99020338.34
"2021-09-27 00:00:00",180536,134582996.54
"2021-09-28 00:00:00",149862,121942764.09
"2021-09-29 00:00:00",164616,90296106.1
"2021-09-30 00:00:00",156626,113922604.34
"2021-10-01 00:00:00",178343,116566952.66
"2021-10-02 00:00:00",167048,108899427.8
"2021-10-03 00:00:00",164837,127301109.46
"2021-10-04 00:00:00",193872,161767427.04
"2021-10-05 00:00:00",154361,135953855.76
"2021-10-06 00:00:00",153261,119478298.56
"2021-10-07 00:00:00",177616,139181769.08
"2021-10-08 00:00:00",185039,129853620.52
"2021-10-09 00:00:00",151233,92638539.16
"2021-10-10 00:00:00",166142,100531586.96
"2021-10-11 00:00:00",164521,90814507.44
"2021-10-12 00:00:00",168986,95426126.78
"2021-10-13 00:00:00",176035,127692548.44
"2021-10-14 00:00:00",141480,103165509.2
"2021-10-15 00:00:00",129416,114299528.55
"2021-10-16 00:00:00",157187,102405563.86
"2021-10-17 00:00:00",163539,109062324.15
"2021-10-18 00:00:00",184184,129241871.24
"2021-10-19 00:00:00",139689,85395687.73
"2021-10-20 00:00:00",145437,80577786.59
"2021-10-21 00:00:00",149293,95971281.1
"2021-10-22 00:00:00",168651,109754321.58
"2021-10-23 00:00:00",164819,105850254.06
"2021-10-24 00:00:00",132805,81025632.25
"2021-10-25 00:00:00",136460,81838822.82
"2021-10-26 00:00:00",135145,74752657.81
"2021-10-27 00:00:00",132694,71646047.64
"2021-10-28 00:00:00",126266,86030903.42
"2021-10-29 00:00:00",123284,87932934.15
"2021-10-30 00:00:00",117270,72410379.19
"2021-10-31 00:00:00",122729,72058617.89
"2021-11-01 00:00:00",119448,69393500.75
"2021-11-02 00:00:00",146436,80786715.43
"2021-11-03 00:00:00",148292,84974936.14
"2021-11-04 00:00:00",156509,90115763.38
"2021-11-05 00:00:00",204119,94524699.92
"2021-11-06 00:00:00",182938,84479155.35
"2021-11-07 00:00:00",170627,91392341.85
"2021-11-08 00:00:00",182256,114377113.24
"2021-11-09 00:00:00",160885,79012659.12
"2021-11-10 00:00:00",179708,88983640.15
"2021-11-11 00:00:00",176858,85079276.93
"2021-11-12 00:00:00",158456,86293464.41
"2021-11-13 00:00:00",178662,144022445.69
"2021-11-14 00:00:00",156227,142548204.36
"2021-11-15 00:00:00",120223,137585089.34
"2021-11-16 00:00:00",117673,130750265.84
"2021-11-17 00:00:00",152124,132201787.18
"2021-11-18 00:00:00",194178,121957873.19
"2021-11-19 00:00:00",186469,111529698.01
"2021-11-20 00:00:00",185701,112172107.6
"2021-11-21 00:00:00",162893,113138171.88
"2021-11-22 00:00:00",188702,137531726.72
"2021-11-23 00:00:00",175248,101748376.98
"2021-11-24 00:00:00",176612,113910048.69
"2021-11-25 00:00:00",165336,112151156.95
"2021-11-26 00:00:00",144891,83774674.68
"2021-11-27 00:00:00",157622,90912125.08
"2021-11-28 00:00:00",178233,106366808.98
"2021-11-29 00:00:00",168095,122472888.16
"2021-11-30 00:00:00",161655,105743744.86
"2021-12-01 00:00:00",145002,95795294.51
"2021-12-02 00:00:00",155250,96682868.78
"2021-12-03 00:00:00",131847,92038485.51
"2021-12-04 00:00:00",158957,76539872.31
"2021-12-05 00:00:00",144202,84283308.75
"2021-12-06 00:00:00",137830,82666991.3
"2021-12-07 00:00:00",135705,86511894.24
"2021-12-08 00:00:00",179805,88151757.54
"2021-12-09 00:00:00",105613,106116973.76
"2021-12-10 00:00:00",110700,86027438.08
"2021-12-11 00:00:00",122086,99888482.56
"2021-12-12 00:00:00",110946,79722927.89
"2021-12-13 00:00:00",104428,131525823.66
"2021-12-14 00:00:00",100605,117067189.63
"2021-12-15 00:00:00",103816,86269785.65
"2021-12-16 00:00:00",98755,99100564.02
"2021-12-17 00:00:00",94374,88679844.04
"2021-12-18 00:00:00",92572,72098490.17
"2021-12-19 00:00:00",85001,56082805.08
"2021-12-20 00:00:00",89351,56161093.69
"2021-12-21 00:00:00",79239,58943985.9
"2021-12-22 00:00:00",95876,69611709.35
"2021-12-23 00:00:00",96972,80784785.67
"2021-12-24 00:00:00",82017,85855690
"2021-12-25 00:00:00",62130,55871670.12
"2021-12-26 00:00:00",87658,91595334.61
"2021-12-27 00:00:00",91309,114428905.28
"2021-12-28 00:00:00",94395,97183780.92
"2021-12-29 00:00:00",82350,92658110.4
"2021-12-30 00:00:00",111754,102236122.84
"2021-12-31 00:00:00",81643,109781595.56
"2022-01-01 00:00:00",72965,130282973.58
"2022-01-02 00:00:00",83710,172195334.18
"2022-01-03 00:00:00",86851,160013807.52
"2022-01-04 00:00:00",102158,165882960.27
"2022-01-05 00:00:00",116601,139956303.57
"2022-01-06 00:00:00",107543,125440622.37
"2022-01-07 00:00:00",107851,107673247.72
"2022-01-08 00:00:00",108264,119462108.86
"2022-01-09 00:00:00",116247,149060187.89
"2022-01-10 00:00:00",83205,98485453.22
"2022-01-11 00:00:00",107844,101431607.19
"2022-01-12 00:00:00",103411,158982761.22
"2022-01-13 00:00:00",117294,132957107.48
"2022-01-14 00:00:00",104073,133083388.28
"2022-01-15 00:00:00",120034,140593676.99
"2022-01-16 00:00:00",158285,154171595.14
"2022-01-17 00:00:00",120868,107363970.87
"2022-01-18 00:00:00",100182,101097950.37
"2022-01-19 00:00:00",138698,160549265.38
"2022-01-20 00:00:00",154562,188220575.57
"2022-01-21 00:00:00",108818,148851652.72
"2022-01-22 00:00:00",82923,90844049.26
"2022-01-23 00:00:00",102808,106470518.93
"2022-01-24 00:00:00",97137,91169176.23
"2022-01-25 00:00:00",111193,189396761.14
"2022-01-26 00:00:00",112944,199580505.32
"2022-01-27 00:00:00",119414,194715423.87
"2022-01-28 00:00:00",100540,135787931.08
"2022-01-29 00:00:00",115498,151653557.97
"2022-01-30 00:00:00",112812,185511016.72
"2022-01-31 00:00:00",103012,202527361.9
"2022-02-01 00:00:00",118738,208178917.29
"2022-02-02 00:00:00",119128,155047892.44
"2022-02-03 00:00:00",108990,137770800.8
"2022-02-04 00:00:00",107801,134517900
"2022-02-05 00:00:00",80280,100214945.47
"2022-02-06 00:00:00",98296,88897055.12
"2022-02-07 00:00:00",107935,127542088.97
"2022-02-08 00:00:00",108554,90819152.59
"2022-02-09 00:00:00",115957,106683922.97
"2022-02-10 00:00:00",114034,111909900.97
"2022-02-11 00:00:00",97891,109682342.35
"2022-02-12 00:00:00",100548,236092309.21
"2022-02-13 00:00:00",89703,195048949.16
"2022-02-14 00:00:00",74932,80308762.81
"2022-02-15 00:00:00",73690,87867328.56
"2022-02-16 00:00:00",66463,80882387.72
"2022-02-17 00:00:00",72114,66736748.07
"2022-02-18 00:00:00",65290,67308164.79
"2022-02-19 00:00:00",75819,55799515.43
"2022-02-20 00:00:00",73544,64691811.33
"2022-02-21 00:00:00",86315,84840198.22
"2022-02-22 00:00:00",89753,81323385.08
"2022-02-23 00:00:00",99520,102666301.73
"2022-02-24 00:00:00",63737,87202173.56
"2022-02-25 00:00:00",66318,83009467.2
"2022-02-26 00:00:00",72691,69084330.87
"2022-02-27 00:00:00",59013,73533312.89
"2022-02-28 00:00:00",70006,53171363.99
"2022-03-01 00:00:00",63229,42640063.44
"2022-03-02 00:00:00",68238,57639506.6
"2022-03-03 00:00:00",60297,53276547.92
"2022-03-04 00:00:00",65594,62992327.08
"2022-03-05 00:00:00",68201,52319544.16
"2022-03-06 00:00:00",48295,35531242.42
"2022-03-07 00:00:00",50417,42370158.9
"2022-03-08 00:00:00",44563,46416787.69
"2022-03-09 00:00:00",48815,40963843.29
"2022-03-10 00:00:00",44953,40293807.32
"2022-03-11 00:00:00",44689,61303700.56
"2022-03-12 00:00:00",42854,59803482.32
"2022-03-13 00:00:00",46531,51177931.02
"2022-03-14 00:00:00",40566,36782563.33
"2022-03-15 00:00:00",46163,43757509.73
"2022-03-16 00:00:00",39583,64433558.4
"2022-03-17 00:00:00",42827,125048420.54
"2022-03-18 00:00:00",38426,98876939.78
"2022-03-19 00:00:00",37669,99493408.73
"2022-03-20 00:00:00",40682,69272964.81
"2022-03-21 00:00:00",40052,60274174.58
"2022-03-22 00:00:00",39192,49302284.85
"2022-03-23 00:00:00",42827,60938304.14
"2022-03-24 00:00:00",43021,74520358.96
"2022-03-25 00:00:00",48431,66293113.81
"2022-03-26 00:00:00",31492,55656451.57
"2022-03-27 00:00:00",37117,55876477.65
"2022-03-28 00:00:00",46051,53269549.02
"2022-03-29 00:00:00",35695,49584488.26
"2022-03-30 00:00:00",27131,68960531.35
"2022-03-31 00:00:00",24757,71668976.05
"2022-04-01 00:00:00",23541,82730285.83
"2022-04-02 00:00:00",30745,114705705.05
"2022-04-03 00:00:00",36545,128551094.32
"2022-04-04 00:00:00",39527,104491115.09
"2022-04-05 00:00:00",31250,78079511.79
"2022-04-06 00:00:00",59834,59496589.9
"2022-04-07 00:00:00",56876,72135641.02
"2022-04-08 00:00:00",45091,48973039.36
"2022-04-09 00:00:00",40395,53212469.78
"2022-04-10 00:00:00",36943,47838476.87
"2022-04-11 00:00:00",32324,45621665.13
"2022-04-12 00:00:00",31388,45484967.91
"2022-04-13 00:00:00",36266,59081304.16
"2022-04-14 00:00:00",44272,61306826.08
"2022-04-15 00:00:00",37222,48452972.22
"2022-04-16 00:00:00",46237,212449466.86
"2022-04-17 00:00:00",35719,115821274.1
"2022-04-18 00:00:00",42438,104998078.63
"2022-04-19 00:00:00",38725,101623019.07
"2022-04-20 00:00:00",34212,98000918.44
"2022-04-21 00:00:00",34812,103806377.18
"2022-04-22 00:00:00",37979,85692381.14
"2022-04-23 00:00:00",44738,87863397.73
"2022-04-24 00:00:00",44966,101102225.56
"2022-04-25 00:00:00",43978,110077124.95
"2022-04-26 00:00:00",54364,101807585.91
"2022-04-27 00:00:00",61039,83207904.57
"2022-04-28 00:00:00",60331,94987786.75
"2022-04-29 00:00:00",43192,90955824.61
"2022-04-30 00:00:00",54136,99626020.96
"2022-05-01 00:00:00",121762,811137361.15
"2022-05-02 00:00:00",111066,289436178.47
"2022-05-03 00:00:00",87337,147206869.6
"2022-05-04 00:00:00",57577,161249151.43
"2022-05-05 00:00:00",65173,198437706.12
"2022-05-06 00:00:00",56828,124204379.85
"2022-05-07 00:00:00",54038,94068223.43
"2022-05-08 00:00:00",41073,57405768.5
"2022-05-09 00:00:00",39272,83304670.95
"2022-05-10 00:00:00",43881,131260869.36
"2022-05-11 00:00:00",30903,78385739.03
"2022-05-12 00:00:00",28825,64035236.22
"2022-05-13 00:00:00",32778,79454907.35
"2022-05-14 00:00:00",31561,64812714.36
"2022-05-15 00:00:00",27414,35781799.25
"2022-05-16 00:00:00",27860,34072009.38
"2022-05-17 00:00:00",27735,34640151.85
"2022-05-18 00:00:00",30532,38779800.49
"2022-05-19 00:00:00",35900,37616693.05
"2022-05-20 00:00:00",49395,48956349.38
"2022-05-21 00:00:00",53131,34032685.59
"2022-05-22 00:00:00",42918,35355525.12
"2022-05-23 00:00:00",31923,34305822.07
"2022-05-24 00:00:00",28307,29451198.05
"2022-05-25 00:00:00",50023,35348233.42
"2022-05-26 00:00:00",38686,43158737.1
"2022-05-27 00:00:00",30835,34288627.6
"2022-05-28 00:00:00",30995,26541753.25
"2022-05-29 00:00:00",27320,28681746.19
"2022-05-30 00:00:00",23498,30758453.52
"2022-05-31 00:00:00",30008,41842943.3
"2022-06-01 00:00:00",25603,40854531.56
"2022-06-02 00:00:00",28481,32551021.9
"2022-06-03 00:00:00",50990,37557861.99
"2022-06-04 00:00:00",30429,34128972.37
"2022-06-05 00:00:00",37416,30986165.49
"2022-06-06 00:00:00",31052,35721796.57
"2022-06-07 00:00:00",36285,40713284.26
"2022-06-08 00:00:00",33233,43908679.43
"2022-06-09 00:00:00",25119,33867051.2
"2022-06-10 00:00:00",23743,33778649.73
"2022-06-11 00:00:00",22618,34278904.65
"2022-06-12 00:00:00",21717,32443845.34
"2022-06-13 00:00:00",23410,39501026.25
"2022-06-14 00:00:00",27257,39862110.82
"2022-06-15 00:00:00",25320,31875114.8
"2022-06-16 00:00:00",21800,29690503.36
"2022-06-17 00:00:00",22454,26502196
"2022-06-18 00:00:00",29081,33896655.13
"2022-06-19 00:00:00",24453,37227756.43
"2022-06-20 00:00:00",24985,35909075.89
"2022-06-21 00:00:00",22795,33964366.62
"2022-06-22 00:00:00",26176,35029644.4
"2022-06-23 00:00:00",28488,28650515.45
"2022-06-24 00:00:00",28482,34100283.91
"2022-06-25 00:00:00",34772,34601883.23
"2022-06-26 00:00:00",22898,35973819.18
"2022-06-27 00:00:00",22571,32152464.32
"2022-06-28 00:00:00",24037,38301879.84
"2022-06-29 00:00:00",33564,29235082.57
"2022-06-30 00:00:00",30389,28790776.79
"2022-07-01 00:00:00",35897,30270326.64
"2022-07-02 00:00:00",35193,25245509.81
"2022-07-03 00:00:00",52460,34317522.71
"2022-07-04 00:00:00",61353,29188172.48
"2022-07-05 00:00:00",49044,27928838.58
"2022-07-06 00:00:00",45321,30032304.48
"2022-07-07 00:00:00",43646,34082292.18
"2022-07-08 00:00:00",40568,31349263.12
"2022-07-09 00:00:00",34714,33309471.16
"2022-07-10 00:00:00",30488,29301679.81
"2022-07-11 00:00:00",31492,28869654.26
"2022-07-12 00:00:00",30198,31221321.71
"2022-07-13 00:00:00",34375,34056991.39
"2022-07-14 00:00:00",35222,27044651.31
"2022-07-15 00:00:00",31236,37079697.2
"2022-07-16 00:00:00",31300,34813869.12
"2022-07-17 00:00:00",27942,39160159.75
"2022-07-18 00:00:00",29131,37612210.55
"2022-07-19 00:00:00",24396,24601487.06